order_id,product_category,customer_state,order_purchase_timestamp,order_price,order_freight,delivery_days,review_score
003423b755b562962a6225a8de40d12e,garden_tools,BA,2018-07-08 11:28:17,232.75,28.58,16,3.0
00345f338696283410b7977d2e3efc89,health_beauty,SP,2018-08-20 11:06:46,48.9,18.44,10,5.0
0035246a40f520710769010f752e7507,bed_bath_table,SP,2017-08-17 00:57:23,87.0,12.11,11,5.0
0035c0b07126fe9c24a325216fb96064,cool_stuff,SP,2017-11-24 01:08:37,131.9,18.54,13,4.0
0035e6b7ade84b3f5b86bd49814793df,furniture_decor,SP,2018-02-21 02:46:23,19.9,14.1,5,5.0
0036757472ece3dde52fd4bfd929c90e,office_furniture,SP,2018-07-19 14:58:59,136.99,66.04,21,2.0
0036887767dea4bd43b1a88cd0d9477a,toys,MG,2017-10-13 00:04:49,399.99,23.64,10,5.0
00378c6c981f234634c0b9d6128df6dd,sports_leisure,SP,2018-02-02 19:39:46,41.0,11.85,24,4.0
003822434f91204da0a51fe4cf2aba18,perfumery,RJ,2018-06-13 14:10:54,138.0,37.16,6,5.0
0039500db36d50d7d0bfaf23723550f3,sports_leisure,AL,2018-07-06 10:37:32,169.9,33.33,15,5.0
003a7f59d7e08a9c61d9e2881fe6459c,housewares,DF,2018-08-19 12:51:50,119.0,15.28,8,5.0
003a94f778ef8cfd50247c8c1b582257,construction_tools_construction,MS,2018-08-03 14:52:31,39.9,18.08,21,1.0
003cc6161d7a2593f2525cce0c330d32,housewares,SP,2018-08-03 19:33:35,85.0,12.9,4,5.0
003d0634280ff3d1d3a54459349a6899,computers_accessories,SP,2018-03-17 17:50:30,220.0,8.89,10,3.0
003d804eef0e1b856881cd18e0cc0d4c,watches_gifts,MA,2017-11-17 19:43:10,277.0,35.74,54,4.0
003d9fc84ad902adf2265248b5ffe1a4,health_beauty,SP,2018-08-19 19:43:01,66.99,27.75,8,4.0
003edccf16bc5ec447f592913b3df2b4,telephony,MA,2018-07-07 09:02:51,14.0,50.85,26,5.0
003f201cdd39cdd59b6447cff2195456,computers_accessories,RJ,2018-02-21 16:59:24,170.0,34.06,35,1.0
003f9bcc09427647c4b9d361a523545b,watches_gifts,SP,2018-02-06 13:06:45,229.0,9.8,2,5.0
00404fa7a687c8c44ca69d42695aae73,watches_gifts,SP,2018-05-07 22:38:21,99.9,0.0,11,5.0
0040a56893444cb56cba7cfe2225e34e,computers_accessories,BA,2018-01-22 23:50:35,84.9,34.39,23,2.0
004157daafa0bc8672e01f00e4f0c04f,furniture_decor,CE,2017-05-21 13:13:54,189.0,33.91,12,5.0
00418a49a685c6bb60633291c3fab17a,watches_gifts,SP,2017-10-03 20:43:03,49.0,7.78,2,1.0
004345d16a1ab2c21962992c721c8643,housewares,GO,2018-07-04 06:45:05,37.9,15.37,7,5.0
0044c6f6d22dd280534344177c81b989,electronics,SP,2018-05-18 16:59:09,179.93,16.14,17,4.0
0045e3085f083f0f38d24bb3f22e6593,health_beauty,SP,2017-08-10 16:13:36,116.9,13.84,19,5.0
0045f5225a96ef46630701167528fdcb,auto,MG,2018-06-10 11:23:39,94.9,15.51,8,5.0
0046176ff0dbc2a178b7885355dfbb71,consoles_games,MG,2018-05-29 19:22:17,121.99,15.73,6,5.0
00471463a6106056c1a2a809f70de640,furniture_decor,DF,2017-09-21 22:00:44,179.99,85.97,21,5.0
0049edf42837aa808e03552a62bd2158,garden_tools,RJ,2017-12-30 12:33:26,49.9,17.6,31,1.0
004b62108b876867938746ad3154167f,health_beauty,SP,2018-07-04 20:34:26,110.32,8.03,9,5.0
004ba47bb589cdbc485e6025bd6d3c81,telephony,SP,2017-12-25 20:40:15,49.0,11.85,4,5.0
004ca5ae248069d68e8594df8abf6ce0,perfumery,PA,2018-06-06 18:30:20,159.9,61.18,9,5.0
004d76fef3dd46eb4f70da049c8d1f93,stationery,SP,2017-12-20 06:42:39,120.0,27.39,6,5.0
004eab0fd8f28adaf8d488976f77febe,sports_leisure,RJ,2017-08-02 15:32:46,21.5,11.98,1,5.0
004fb11815bc03b01b20a614eef69d14,cool_stuff,BA,2017-11-25 13:56:55,72.99,19.75,21,5.0
004fb5e6f90a178dc74ad2b016649249,cool_stuff,SP,2017-06-11 09:46:11,129.99,13.93,5,5.0
005059edee63c8c708ba61910793b31b,bed_bath_table,RJ,2018-02-05 18:25:51,184.0,35.78,14,3.0
00526a9d4ebde463baee25f386963ddc,food,SP,2018-08-07 22:03:44,135.56,33.6,9,1.0
0055b77cca3186676c147f532dd2547b,computers_accessories,RJ,2018-02-19 21:47:44,149.0,40.37,16,5.0
00571ded73b3c061925584feab0db425,perfumery,MG,2017-05-18 20:59:24,359.8,30.02,12,5.0
00584d79015452d19fd3d044ba3abdc0,telephony,SP,2017-07-23 19:11:15,109.9,12.27,3,5.0
00588f5f20fee630b83d4709e0a42715,telephony,PA,2017-08-18 16:02:24,89.0,25.9,12,1.0
005997dca4c1fc45066d0a03d54a6469,health_beauty,SP,2018-04-10 18:01:04,120.0,13.75,3,5.0
005a1dded353107dbabf8ffc83a20365,watches_gifts,MG,2018-02-09 18:00:00,75.0,14.28,21,5.0
005b49de51a4e006055e8487a50ad8e4,computers_accessories,RS,2017-04-09 13:35:38,46.86,14.52,18,5.0
005cad6157eadc7f1f09917607f1704a,sports_leisure,SP,2017-04-15 16:35:52,96.0,14.84,18,5.0
005d9a5423d47281ac463a968b3936fb,baby,SP,2017-10-18 12:14:29,99.97,45.28,9,1.0
005e5166e99d1e4d0c4f808b0540ba94,computers_accessories,SC,2018-02-21 11:37:24,120.1,16.6,34,3.0
005f25968fc854ea16fb16f5bdbc87c7,sports_leisure,SP,2018-03-04 14:40:35,69.9,16.25,16,5.0
00602f25bffa1dcfb71e202fbf9824fb,watches_gifts,PA,2017-11-01 17:45:52,39.9,54.02,26,5.0
00611822267e76e0055c25c18506f06e,toys,GO,2018-07-26 13:35:01,159.9,20.31,5,4.0
006127b8b9a1681a982313ed7129c3c0,watches_gifts,SP,2018-03-08 16:01:59,540.0,16.22,12,5.0
0064d74f7de7917d54768d7722ad56ac,cool_stuff,RJ,2017-09-10 21:45:29,189.9,31.17,4,5.0
006557c3221c1fcd02b0106343ab357b,home_appliances,SP,2018-02-23 14:36:15,14.9,8.27,7,5.0
00664284de7a3470d22931ed78615ee4,kitchen_dining_laundry_garden_furniture,SP,2017-09-24 13:12:59,43.9,11.85,9,4.0
0066a1fdaee16ad5022c5ef979d0b661,baby,RJ,2018-06-10 19:52:27,139.0,87.28,6,5.0
0067c6030d65af0ff98790158ddb0020,bed_bath_table,SP,2018-04-27 21:36:27,40.35,13.71,10,5.0
0068468c453d28c8ef3fd089e50a5847,electronics,RJ,2017-11-24 22:25:25,469.0,20.85,20,5.0
00685d31ae12e47470ba5c18ba74f22c,furniture_decor,RS,2017-08-27 21:41:16,59.0,16.17,38,1.0
0068c109948b9a1dfb8530d1978acef3,air_conditioning,MT,2018-01-22 19:46:58,71.8,31.58,17,1.0
0068e836900867da359bd81db9227a33,sports_leisure,RS,2017-09-29 11:24:09,96.99,16.44,6,5.0
0068fb0e223115e911d362627e8b8800,computers_accessories,SP,2018-07-18 10:46:09,77.9,13.89,7,5.0
006c42f310102c1910b3c5793ce5fc34,toys,PR,2018-08-06 16:12:32,229.99,20.8,9,5.0
006cba07f62f921fe4f58365bde2b2eb,toys,SP,2017-08-14 20:28:45,69.99,11.99,4,5.0
006dd93155bc2abd844cc5eed3a0fe7f,fashion_bags_accessories,SP,2017-12-02 01:20:28,49.9,7.78,5,5.0
006df90050498994d670b40da4651d22,sports_leisure,SP,2018-08-13 13:59:20,14.0,7.39,2,5.0
006e05e81c068ddc38e48ebe189b922e,watches_gifts,MG,2017-12-27 21:50:43,29.0,14.1,7,4.0
006e43460a55bc60c0a437521e426529,garden_tools,SP,2017-05-11 00:24:35,99.0,43.06,8,5.0
006e91ddb0674525f84ce0da0655c7ba,home_confort,SP,2018-04-10 19:17:15,499.0,30.35,6,4.0
006f7dfffe2d90809598e8f1972b829b,health_beauty,SP,2018-03-22 22:52:46,39.85,12.79,14,2.0
0070092bb6004faafa287e5fc35971e9,toys,SP,2017-07-25 11:42:58,149.0,14.06,2,5.0
0071ee2429bc1efdc43aa3e073a5290e,housewares,SP,2018-01-22 11:08:15,179.98,12.46,9,4.0
0072847849eafe70995fa51a714c81ac,toys,SP,2018-05-14 13:44:52,219.99,14.9,8,4.0
00750f68bb64537034e93554c64b41b5,watches_gifts,SP,2017-11-12 09:50:55,129.0,8.16,2,5.0
00756576f4e494406945ac21cb82cfe0,watches_gifts,SP,2018-01-30 18:08:21,137.0,15.71,10,5.0
00772b2af35643653f108fdac1155ee3,sports_leisure,SP,2017-04-24 10:53:12,37.0,10.96,12,4.0
00789ce015e7e5791c7914f32bb4fad4,health_beauty,RJ,2017-06-28 23:31:33,154.0,14.83,19,5.0
0078a358a14592b887eb140ef515f5ab,furniture_decor,GO,2017-11-06 15:42:42,253.52,82.86,15,5.0
0079bca8e89bd52fdb87408e4f3fb94d,sports_leisure,SP,2018-05-03 18:55:20,49.9,7.39,5,5.0
007bbb40c95870c0f75a7855f2636c65,bed_bath_table,SP,2018-04-24 10:37:50,148.9,13.95,2,5.0
007beb35f98c075747e6fc4fd1c0cb73,bed_bath_table,RJ,2017-09-23 08:32:53,64.9,18.69,11,4.0
007c7cb12ef3567531307ca78d395758,electronics,GO,2018-02-20 11:31:56,179.0,16.0,20,2.0
007ec946d4f798caf2b43c9d44c56421,sports_leisure,RS,2017-11-24 13:05:15,27.9,15.1,12,5.0
007ff0b0f79be782f633fc3b18cbe337,furniture_decor,MG,2018-02-03 17:46:53,39.0,16.11,11,5.0
0080eebb288dba1857ccf048dfe6bdfe,telephony,PR,2017-08-11 17:43:46,7.0,14.1,7,3.0
0081ab2c99dc85945c28926b77dc6960,computers_accessories,SP,2018-02-14 22:19:37,269.0,10.7,5,2.0
0081ce648af7d6a7bac2a93b6035d1e3,bed_bath_table,RS,2017-11-08 13:38:11,99.9,17.95,14,5.0
0084209c576daad6ff4534902fcb4892,bed_bath_table,RJ,2017-07-05 13:14:26,69.9,15.24,13,3.0
0084e195fbd72ae51599af47f04afede,computers_accessories,RS,2018-03-14 23:57:00,89.9,23.13,51,1.0
00858d03144cc35cfd1dd043647e7c88,home_appliances,RS,2018-03-14 22:53:09,165.0,19.03,8,4.0
008720830a8a30e39e6f22f81818a141,baby,SP,2017-08-13 16:44:57,57.99,11.73,5,5.0
0087889a1c836be17f58afd7f1729a4a,perfumery,SP,2017-10-23 11:03:27,259.0,10.63,1,5.0
008819c6d5f6da6fa5cd9d50ca927cf4,watches_gifts,SP,2018-08-04 21:40:35,55.0,7.65,3,3.0
00891ba5de66f55000ee358ceea9b345,sports_leisure,DF,2017-05-14 17:19:43,133.0,16.69,9,5.0
008990da719764fb392914d8ab53ad04,computers_accessories,RJ,2018-05-11 19:20:54,35.9,18.23,25,5.0
008a1b3db2a8bf63418c2cf7c7f494b1,health_beauty,MG,2018-04-02 09:33:25,14.89,18.23,31,1.0
008a40c2b8b21893e04945ce58854b55,health_beauty,SP,2018-04-29 20:26:41,99.0,13.0,9,1.0
008c3a655c66f4d92370d0d422732f69,computers_accessories,SP,2018-03-04 23:15:49,90.0,9.44,5,4.0
008ce8764db2e397e153000e017475b6,health_beauty,SP,2018-05-18 20:42:47,43.49,27.39,5,5.0
008cfe221ab054c89bc31720098cca51,bed_bath_table,SP,2018-08-08 07:52:21,109.99,36.85,6,3.0
008d9bf350ff02ed444b3452cf3f57e0,toys,ES,2018-06-04 08:57:02,19.98,30.46,9,5.0
008dc31c0ae7121f2791953ae5f532c3,auto,MA,2018-01-06 11:22:56,28.5,34.15,23,5.0
008dd5e80ebf8f849aa0c5bf4e22ce7a,bed_bath_table,SP,2018-03-20 20:31:23,199.0,8.74,3,1.0
008eaf9004164883520d0bd32b107261,housewares,RJ,2017-07-10 20:42:56,135.9,21.44,11,5.0
008f831b7185cff7ab35a46c37d64cd2,auto,PR,2018-06-30 11:39:38,249.0,37.09,7,5.0
008fab5602c441d51f30b1464f5d4643,health_beauty,MG,2017-02-22 10:37:41,49.99,15.56,9,5.0
0091a677651feaf5a08d7bb147681e14,watches_gifts,SP,2018-08-24 13:27:17,38.0,7.53,4,4.0
00921e4911895b93c7b4fc0d80c0815e,housewares,SP,2018-06-13 13:55:55,85.0,11.62,7,5.0
0093cbf16a6afb7f0ab7cc821b6f9e92,auto,SC,2017-11-11 13:05:52,117.3,25.66,14,5.0
00946f674d880be1f188abc10ad7cf46,pet_shop,SP,2017-12-09 19:11:22,199.8,32.92,8,4.0
00949655cdd8d0465e433a5e6c9643e5,construction_tools_construction,SP,2018-06-25 21:14:53,18.0,7.87,3,5.0
0094bd07f49fed90209ffa62d1ef26d6,perfumery,SP,2018-05-01 02:04:16,11.53,7.39,15,1.0
0094d4660e323945f84f5c29eb348aae,sports_leisure,SC,2018-01-24 22:05:42,269.99,39.41,12,5.0
0094dc9ea7e3cd54d95aea42685673ff,consoles_games,RJ,2017-03-07 21:48:19,89.99,14.8,7,4.0
0095790a64527ec83aeaaf99023c050e,watches_gifts,MA,2017-11-15 13:36:30,19.9,42.76,22,5.0
0096668e5b0b8e9657a6f7209a4e58b4,auto,SP,2018-07-11 13:33:21,166.9,13.47,68,4.0
009742b43f4530bc3db7f62332c50f4b,computers_accessories,SP,2017-10-24 15:15:58,133.74,12.44,43,2.0
00975e709cd12c34d3bd44e4a7f7a876,cool_stuff,SP,2017-08-21 12:54:37,86.8,7.86,2,5.0
0097aafe2a01dd54e39888976160c377,computers_accessories,SP,2018-08-23 14:41:37,62.0,8.59,5,4.0
0097f0545a302aafa32782f1734ff71c,garden_tools,SP,2018-03-05 18:15:11,466.0,41.84,16,1.0
009838529bb913846ab6670d22865381,bed_bath_table,MG,2018-06-14 09:08:47,129.0,47.4,12,3.0
0098dbda25722a3f019fe252a0cd10b3,bed_bath_table,GO,2017-09-19 18:05:34,143.54,21.49,13,4.0
009905140e9f8cc35d5be897937381db,bed_bath_table,GO,2018-03-15 12:33:45,79.98,36.46,13,5.0
00995d799817ecc3bd2abd8fbe59c430,health_beauty,RJ,2018-07-26 11:25:18,49.9,12.92,7,1.0
00998f38df3012359ef195ca75ebb329,perfumery,PB,2018-05-11 11:52:34,119.9,23.34,7,4.0
009ac365164f8e06f59d18a08045f6c4,garden_tools,MG,2017-11-23 00:03:52,16.9,15.1,6,5.0
009c278fa2ed6e7ec498200b60193ca8,telephony,SC,2018-01-11 12:58:45,29.99,15.1,20,5.0
009e11afa25aa95ae78e60a793995c9b,garden_tools,AM,2017-10-19 23:56:16,30.99,34.15,12,5.0
009fa9bd0d92710e840793bfefa80867,perfumery,MG,2017-06-14 09:44:30,84.99,15.34,24,4.0
00a0116ff15ff973ea16bee881208ae7,computers_accessories,MS,2018-02-18 16:22:23,149.0,45.12,13,5.0
00a12754417a49a9dec20361849aa917,housewares,SP,2018-05-08 21:58:57,48.9,8.82,2,4.0
00a13ab02fbe82f78cd84f14e41564ed,sports_leisure,SP,2017-12-09 19:22:59,159.49,8.86,5,5.0
00a174dbf11967d260033fa6ab711493,furniture_decor,RJ,2017-11-27 10:29:23,249.9,41.53,22,1.0
00a1e977cf6e672402963940db55d919,electronics,DF,2018-07-25 16:25:31,24.89,7.75,2,5.0
00a250dbdb3153cc6ecf4d3f07ef6a17,perfumery,SP,2017-12-10 18:07:24,53.99,7.78,4,2.0
00a379dfab816a83741012b71b264098,stationery,SP,2018-08-03 19:50:50,15.99,7.39,7,1.0
00a3a334aec7455a6d3319981499a3da,consoles_games,SP,2017-10-25 11:00:28,24.5,11.85,10,5.0
00a3f1ef430d3984dece2f39d6cbf431,housewares,SP,2018-05-18 13:28:08,179.0,22.99,19,5.0
00a4d94df1c9757661679b2f4bd6d311,auto,SP,2018-04-26 12:41:29,37.9,21.43,11,5.0
00a57dfbb049fbaae10763e2cf15f797,computers_accessories,MS,2018-07-20 11:09:30,269.7,67.68,10,5.0
00a690becda145533fa5a54daa7b6ad5,furniture_decor,MT,2018-04-08 21:55:50,88.34,29.08,16,5.0
00a843f5a80c7aea894c558acc29f513,fixed_telephony,RS,2017-09-01 13:09:44,32.99,14.1,10,3.0
00a870c6c06346e85335524935c600c0,furniture_decor,MG,2018-05-09 00:10:08,69.9,0.0,8,4.0
00a9536682ecb394a3794c1608200803,bed_bath_table,SP,2017-05-12 23:38:09,109.9,12.27,10,3.0
00ab1aba567dfebdc39caa4e7ca2f1b2,perfumery,SP,2017-09-01 14:01:04,35.9,12.48,11,5.0
00ab210695a17fe10e6b23616ae5bc97,sports_leisure,SP,2018-06-12 06:19:27,39.0,7.53,7,4.0
00ab3a43bda739029ffce95d3b2fb56c,health_beauty,SP,2018-08-10 12:09:15,27.9,7.46,4,5.0
00ab9fa91aafa3d881164b0da48999aa,small_appliances_home_oven_and_coffee,MG,2018-05-25 09:47:21,579.0,65.34,13,4.0
00ac05fe0fc047c54418098eb64e3aaa,furniture_decor,RJ,2018-02-18 14:19:55,99.9,23.57,12,2.0
00ac2a1ec784f71feeb7ba1e5959750d,diapers_and_hygiene,PR,2018-04-06 11:26:54,37.0,19.32,11,5.0
00ace652c8a5072670f30674e5f19844,office_furniture,MG,2018-01-19 00:35:45,116.6,30.66,31,3.0
00ad1a02d4d9decad15c7e8f8a9470cc,watches_gifts,CE,2018-08-04 12:40:43,49.0,19.25,13,2.0
00af3d9ddff7f256e83d79247dbe1a9f,baby,PE,2018-02-21 12:11:48,65.0,25.73,14,5.0
00af53fdc2002f5b6a8f16db648e003b,sports_leisure,SP,2017-06-20 15:00:00,39.9,11.85,13,5.0
00b12f4674177ef40c4bdb034138c843,signaling_and_security,SP,2018-07-15 19:47:30,105.0,17.87,5,5.0
00b1861aeb89afa498404c684148a619,auto,RJ,2018-08-08 08:18:03,51.58,46.66,7,3.0
00b2d2f2b5f7b98e6b1828764660134e,watches_gifts,SP,2018-08-09 08:27:54,146.01,13.68,6,4.0
00b30bb163474583c14db1689259cf4d,fashion_bags_accessories,BA,2018-01-31 13:57:27,189.9,26.61,17,5.0
00b402e8a76d3da83714c52d3977cc2d,health_beauty,BA,2018-01-01 18:03:43,139.65,26.26,18,5.0
00b44ba3d7c4a5e9a9ebafef9150781d,fashion_bags_accessories,SP,2018-08-28 21:10:46,59.9,7.68,2,5.0
00b47ee856118583dbec7d1f9b18d847,electronics,DF,2018-03-26 19:58:48,13.65,15.23,14,4.0
00b4846d477a7baf5d4e47970bc08c7e,bed_bath_table,RJ,2018-01-22 16:17:31,31.9,16.11,8,5.0
