product_category,order_month,monthly_revenue,monthly_orders,avg_review_score
bed_bath_table,2017-03,24740.61,234,4.06
bed_bath_table,2017-04,23772.99,228,4.035
bed_bath_table,2017-05,32097.54,312,4.152
bed_bath_table,2017-06,33268.64,316,4.079
bed_bath_table,2017-07,61075.43,483,4.204
bed_bath_table,2017-08,55943.12,431,4.119
bed_bath_table,2017-09,51833.68,445,4.11
bed_bath_table,2017-10,45362.5,433,4.022
bed_bath_table,2017-11,85410.66,782,3.687
bed_bath_table,2017-12,50423.54,468,3.92
bed_bath_table,2018-01,74642.49,674,4.034
bed_bath_table,2018-02,59642.46,579,3.652
bed_bath_table,2018-03,66276.98,635,3.69
bed_bath_table,2018-04,70377.93,590,4.07
bed_bath_table,2018-05,70872.95,590,4.11
bed_bath_table,2018-06,69727.91,632,4.12
bed_bath_table,2018-07,52679.67,503,4.26
bed_bath_table,2018-08,59455.15,540,4.154
books_general_interest,2017-01,234.89,2,5.0
books_general_interest,2017-02,772.71,8,4.375
books_general_interest,2017-03,2533.96,19,4.368
books_general_interest,2017-04,923.38,12,4.667
books_general_interest,2017-05,1841.57,19,4.526
books_general_interest,2017-06,1922.18,19,4.737
books_general_interest,2017-07,1292.4,12,5.0
books_general_interest,2017-08,2160.0,26,4.769
books_general_interest,2017-09,932.24,14,3.929
books_general_interest,2017-10,625.6,7,4.571
books_general_interest,2017-11,2598.07,36,4.25
books_general_interest,2017-12,2278.2,36,4.639
books_general_interest,2018-01,2188.13,40,4.8
books_general_interest,2018-02,1914.58,28,4.357
books_general_interest,2018-03,1691.94,33,4.545
books_general_interest,2018-04,6274.51,42,4.476
books_general_interest,2018-05,5869.63,47,4.489
books_general_interest,2018-06,3209.64,30,4.767
books_general_interest,2018-07,4077.45,25,4.44
books_general_interest,2018-08,1614.68,34,4.353
books_imported,2017-06,99.0,1,5.0
books_imported,2017-08,61.0,1,5.0
books_imported,2017-09,290.0,3,5.0
books_imported,2017-11,247.0,2,5.0
books_imported,2017-12,231.0,3,3.333
books_imported,2018-01,583.0,6,3.833
books_imported,2018-02,325.0,3,4.333
books_imported,2018-03,259.0,2,5.0
books_imported,2018-04,317.99,4,4.75
books_imported,2018-05,410.92,9,4.889
books_imported,2018-06,468.17,9,5.0
books_imported,2018-07,357.79,5,3.4
books_imported,2018-08,749.0,1,5.0
books_technical,2017-02,159.0,1,4.0
books_technical,2017-03,75.0,2,5.0
books_technical,2017-04,75.0,1,4.0
books_technical,2017-05,262.0,3,4.667
books_technical,2017-06,145.9,2,5.0
books_technical,2017-07,528.0,2,5.0
books_technical,2017-08,1196.38,9,4.667
books_technical,2017-09,1001.35,8,4.25
books_technical,2017-10,880.0,6,4.833
books_technical,2017-11,768.9,5,4.2
books_technical,2017-12,670.69,4,4.0
books_technical,2018-01,1176.55,16,4.813
books_technical,2018-02,1411.21,23,4.087
books_technical,2018-03,914.44,16,4.125
books_technical,2018-04,1172.1,23,4.478
books_technical,2018-05,3040.53,54,4.333
books_technical,2018-06,1830.42,26,4.615
books_technical,2018-07,1954.93,25,4.16
books_technical,2018-08,1483.79,28,4.714
cds_dvds_musicals,2017-07,225.0,4,4.0
cds_dvds_musicals,2017-08,135.0,2,5.0
cds_dvds_musicals,2017-10,45.0,1,5.0
cds_dvds_musicals,2017-11,195.0,3,5.0
cds_dvds_musicals,2017-12,65.0,1,5.0
cds_dvds_musicals,2018-04,65.0,1,5.0
christmas_supplies,2017-04,69.0,1,5.0
christmas_supplies,2017-06,184.7,2,4.5
christmas_supplies,2017-07,65.09,2,4.5
christmas_supplies,2017-08,58.9,1,5.0
christmas_supplies,2017-09,254.7,3,4.667
christmas_supplies,2017-10,388.05,7,4.286
christmas_supplies,2017-11,1287.2,17,3.706
christmas_supplies,2017-12,484.58,13,4.308
christmas_supplies,2018-01,851.5,9,4.222
christmas_supplies,2018-02,1358.25,16,3.875
christmas_supplies,2018-03,854.95,12,3.0
christmas_supplies,2018-04,275.15,9,4.556
christmas_supplies,2018-05,524.53,6,5.0
christmas_supplies,2018-06,306.19,6,4.5
christmas_supplies,2018-07,509.56,8,4.375
christmas_supplies,2018-08,529.37,10,4.1
cine_photo,2017-02,59.0,1,5.0
cine_photo,2017-04,118.0,2,5.0
cine_photo,2017-05,59.0,1,5.0
cine_photo,2017-06,79.0,1,5.0
cine_photo,2017-09,69.0,1,5.0
cine_photo,2017-10,69.0,1,3.0
cine_photo,2017-11,242.0,1,1.0
cine_photo,2018-01,199.98,2,5.0
cine_photo,2018-02,227.99,2,5.0
cine_photo,2018-03,795.78,6,2.5
cine_photo,2018-04,521.74,5,4.4
cine_photo,2018-05,2108.29,16,4.75
cine_photo,2018-06,575.74,9,4.444
cine_photo,2018-07,1178.54,7,4.429
cine_photo,2018-08,595.29,8,4.375
computers,2017-01,2199.99,1,4.0
computers,2017-02,3549.0,1,5.0
computers,2017-08,32400.0,28,4.321
computers,2017-09,51228.89,39,4.436
computers,2017-10,38956.92,25,4.24
computers,2017-11,9768.0,7,4.286
computers,2017-12,16142.0,18,3.444
computers,2018-01,6851.0,11,4.182
computers,2018-04,13774.92,13,4.308
computers,2018-05,8699.92,6,4.833
computers,2018-06,13127.0,8,4.5
computers,2018-07,4510.0,7,4.286
computers,2018-08,7321.5,9,4.0
computers_accessories,2016-10,669.02,12,3.667
computers_accessories,2017-01,3924.14,24,4.25
computers_accessories,2017-02,11289.09,91,4.066
computers_accessories,2017-03,28057.9,146,4.055
computers_accessories,2017-04,18168.48,114,4.009
computers_accessories,2017-05,44841.58,252,4.361
computers_accessories,2017-06,36143.8,211,4.076
computers_accessories,2017-07,37759.56,262,4.244
computers_accessories,2017-08,33576.69,287,4.3
computers_accessories,2017-09,27740.67,209,4.254
computers_accessories,2017-10,42441.66,251,4.195
computers_accessories,2017-11,68805.06,425,4.013
computers_accessories,2017-12,36794.59,246,4.087
computers_accessories,2018-01,79269.62,566,4.053
computers_accessories,2018-02,99572.71,785,3.692
computers_accessories,2018-03,84514.12,626,3.886
computers_accessories,2018-04,57093.95,461,4.143
computers_accessories,2018-05,51109.49,395,4.104
computers_accessories,2018-06,41168.7,347,4.28
computers_accessories,2018-07,41284.8,381,4.276
computers_accessories,2018-08,39886.77,377,4.35
consoles_games,2016-10,3619.36,7,4.429
consoles_games,2017-01,4290.54,18,4.444
consoles_games,2017-02,4294.77,18,4.111
consoles_games,2017-03,9144.15,44,4.091
consoles_games,2017-04,3772.88,15,4.333
consoles_games,2017-05,2507.2,26,4.154
consoles_games,2017-06,4792.44,25,4.28
consoles_games,2017-07,5346.24,44,4.25
consoles_games,2017-08,7915.86,77,4.435
consoles_games,2017-09,8150.57,58,4.414
consoles_games,2017-10,10380.72,99,4.172
consoles_games,2017-11,11934.27,123,4.163
consoles_games,2017-12,8885.01,87,4.23
consoles_games,2018-01,7288.78,49,4.102
consoles_games,2018-02,11763.83,50,3.62
consoles_games,2018-03,11450.94,50,3.74
consoles_games,2018-04,5291.15,36,4.25
consoles_games,2018-05,5312.26,38,4.105
consoles_games,2018-06,6903.01,41,4.512
consoles_games,2018-07,8484.21,48,4.229
consoles_games,2018-08,4381.31,53,4.075
construction_tools_construction,2017-02,336.79,3,5.0
construction_tools_construction,2017-03,38.9,1,4.0
construction_tools_construction,2017-05,99.99,1,5.0
construction_tools_construction,2017-06,259.67,3,4.333
construction_tools_construction,2017-07,549.44,5,4.6
construction_tools_construction,2017-08,1180.0,6,3.833
construction_tools_construction,2017-09,1240.3,7,4.571
construction_tools_construction,2017-10,2559.28,14,4.071
construction_tools_construction,2017-11,6943.66,35,4.143
construction_tools_construction,2017-12,5875.3,22,3.682
construction_tools_construction,2018-01,8365.18,39,4.09
construction_tools_construction,2018-02,9320.07,53,3.811
construction_tools_construction,2018-03,9228.53,47,3.723
construction_tools_construction,2018-04,13273.43,74,4.135
construction_tools_construction,2018-05,20609.59,88,4.136
construction_tools_construction,2018-06,22944.63,107,4.215
construction_tools_construction,2018-07,15144.07,96,4.323
construction_tools_construction,2018-08,23069.02,123,4.211
construction_tools_lights,2017-07,360.0,1,5.0
construction_tools_lights,2017-08,589.0,2,5.0
construction_tools_lights,2017-09,229.0,1,1.0
construction_tools_lights,2017-10,500.0,2,3.5
construction_tools_lights,2017-11,2199.48,9,3.667
construction_tools_lights,2017-12,1764.0,2,4.0
construction_tools_lights,2018-01,2392.99,6,4.167
construction_tools_lights,2018-02,2269.8,9,3.556
construction_tools_lights,2018-03,2536.7,12,3.417
construction_tools_lights,2018-04,4777.89,33,3.939
construction_tools_lights,2018-05,3964.84,29,4.448
construction_tools_lights,2018-06,4583.41,35,4.4
construction_tools_lights,2018-07,6921.81,38,4.711
construction_tools_lights,2018-08,7648.95,50,4.1
construction_tools_safety,2017-02,379.0,1,5.0
construction_tools_safety,2017-08,8.9,1,1.0
construction_tools_safety,2017-09,1180.3,3,3.667
construction_tools_safety,2017-10,1668.85,9,3.889
construction_tools_safety,2017-11,3280.69,12,4.417
construction_tools_safety,2017-12,1384.92,7,3.857
construction_tools_safety,2018-01,2028.99,8,3.875
construction_tools_safety,2018-02,5965.75,7,4.571
construction_tools_safety,2018-03,5374.87,13,3.615
construction_tools_safety,2018-04,2858.26,22,4.045
construction_tools_safety,2018-05,6132.2,19,3.579
construction_tools_safety,2018-06,2565.37,16,4.125
construction_tools_safety,2018-07,1888.95,15,4.267
construction_tools_safety,2018-08,4019.22,21,3.952
cool_stuff,2016-10,1046.1,7,4.143
cool_stuff,2017-01,6856.87,30,3.933
cool_stuff,2017-02,12454.6,68,4.338
cool_stuff,2017-03,20588.33,115,4.522
cool_stuff,2017-04,20853.46,110,4.136
cool_stuff,2017-05,32041.61,228,4.261
cool_stuff,2017-06,37869.63,193,4.42
cool_stuff,2017-07,36570.49,216,4.31
cool_stuff,2017-08,37986.33,229,4.485
cool_stuff,2017-09,36745.18,192,4.26
cool_stuff,2017-10,43066.23,237,4.325
cool_stuff,2017-11,53958.82,277,4.162
cool_stuff,2017-12,36445.4,221,4.158
cool_stuff,2018-01,37506.83,278,4.216
cool_stuff,2018-02,28962.28,171,3.965
cool_stuff,2018-03,37750.24,238,3.903
cool_stuff,2018-04,34381.24,188,4.266
cool_stuff,2018-05,29727.33,164,4.177
cool_stuff,2018-06,19320.27,99,4.343
cool_stuff,2018-07,20930.52,111,4.387
cool_stuff,2018-08,15685.09,114,4.123
costruction_tools_garden,2017-02,579.98,1,5.0
costruction_tools_garden,2017-04,1490.21,7,4.429
costruction_tools_garden,2017-05,1447.34,5,3.6
costruction_tools_garden,2017-06,434.69,3,4.667
costruction_tools_garden,2017-07,461.84,6,4.333
costruction_tools_garden,2017-08,1286.19,7,4.0
costruction_tools_garden,2017-09,251.6,4,5.0
costruction_tools_garden,2017-10,746.9,8,3.875
costruction_tools_garden,2017-11,1198.1,13,3.846
costruction_tools_garden,2017-12,978.89,6,4.167
costruction_tools_garden,2018-01,3927.98,21,4.476
costruction_tools_garden,2018-02,1538.25,14,4.357
costruction_tools_garden,2018-03,2246.63,19,4.158
costruction_tools_garden,2018-04,1355.24,12,4.5
costruction_tools_garden,2018-05,1101.73,13,4.462
costruction_tools_garden,2018-06,751.45,10,4.4
costruction_tools_garden,2018-07,1922.66,19,4.368
costruction_tools_garden,2018-08,4107.01,19,3.789
costruction_tools_tools,2017-04,729.0,1,5.0
costruction_tools_tools,2017-05,803.9,2,5.0
costruction_tools_tools,2017-09,916.89,3,4.667
costruction_tools_tools,2017-10,1018.6,5,4.6
costruction_tools_tools,2017-11,269.5,4,4.0
costruction_tools_tools,2017-12,349.4,6,4.0
costruction_tools_tools,2018-01,505.3,7,3.857
costruction_tools_tools,2018-02,1258.4,10,4.4
costruction_tools_tools,2018-03,931.3,8,4.125
costruction_tools_tools,2018-04,1332.99,16,4.313
costruction_tools_tools,2018-05,417.9,5,4.8
costruction_tools_tools,2018-06,527.0,4,5.0
costruction_tools_tools,2018-07,5501.2,10,4.9
costruction_tools_tools,2018-08,1212.87,13,4.462
diapers_and_hygiene,2016-10,134.9,1,5.0
diapers_and_hygiene,2017-12,76.0,1,1.0
diapers_and_hygiene,2018-01,125.0,1,1.0
diapers_and_hygiene,2018-02,100.0,1,3.0
diapers_and_hygiene,2018-03,125.0,1,3.0
diapers_and_hygiene,2018-04,149.0,4,4.25
diapers_and_hygiene,2018-05,117.0,3,4.667
diapers_and_hygiene,2018-06,321.0,7,4.143
diapers_and_hygiene,2018-07,121.0,3,4.0
diapers_and_hygiene,2018-08,231.89,3,4.667
drinks,2017-03,487.87,4,3.5
drinks,2017-05,90.0,1,5.0
drinks,2017-06,49.99,1,4.0
drinks,2017-07,273.97,2,4.0
drinks,2017-08,119.9,2,5.0
drinks,2017-09,244.98,5,4.8
drinks,2017-10,596.98,10,4.3
drinks,2017-11,674.12,14,4.143
drinks,2017-12,2157.83,31,4.226
drinks,2018-01,2227.61,39,4.179
drinks,2018-02,1919.95,26,4.231
drinks,2018-03,993.3,20,3.9
drinks,2018-04,4913.94,28,4.357
drinks,2018-05,2477.09,32,4.313
drinks,2018-06,1567.07,30,4.1
drinks,2018-07,1103.27,15,4.8
drinks,2018-08,1413.77,23,4.087
dvds_blu_ray,2017-01,29.8,1,5.0
dvds_blu_ray,2017-02,14.9,1,4.0
dvds_blu_ray,2017-03,453.7,3,3.333
dvds_blu_ray,2017-04,1499.89,2,5.0
dvds_blu_ray,2017-05,89.6,4,4.75
dvds_blu_ray,2017-06,126.69,4,4.75
dvds_blu_ray,2017-07,732.8,3,3.333
dvds_blu_ray,2017-08,113.4,6,2.833
dvds_blu_ray,2017-09,39.8,2,4.5
dvds_blu_ray,2017-10,174.6,4,5.0
dvds_blu_ray,2017-11,79.79,3,3.667
dvds_blu_ray,2017-12,119.9,1,4.0
dvds_blu_ray,2018-01,49.8,2,5.0
dvds_blu_ray,2018-02,24.9,1,5.0
dvds_blu_ray,2018-03,49.8,2,5.0
dvds_blu_ray,2018-04,92.5,4,4.25
dvds_blu_ray,2018-05,439.94,6,4.0
dvds_blu_ray,2018-06,302.9,4,5.0
dvds_blu_ray,2018-07,83.99,1,2.0
dvds_blu_ray,2018-08,8.9,1,5.0
electronics,2016-10,107.99,1,5.0
electronics,2017-01,617.0,11,3.818
electronics,2017-02,1218.85,14,4.071
electronics,2017-03,3986.0,32,4.344
electronics,2017-04,4850.74,47,4.191
electronics,2017-05,6110.11,58,4.017
electronics,2017-06,1970.05,38,4.263
electronics,2017-07,6302.15,79,4.304
electronics,2017-08,2852.24,50,4.1
electronics,2017-09,4200.96,64,4.156
electronics,2017-10,3076.45,54,4.13
electronics,2017-11,10274.07,162,4.062
electronics,2017-12,8518.61,189,4.122
electronics,2018-01,15565.38,317,4.069
electronics,2018-02,14821.71,297,3.916
electronics,2018-03,12432.42,236,3.86
electronics,2018-04,9783.61,198,4.096
electronics,2018-05,13172.5,215,4.344
electronics,2018-06,9865.59,172,4.494
electronics,2018-07,9205.06,139,4.338
electronics,2018-08,10829.67,112,4.188
fashio_female_clothing,2016-10,54.9,1,5.0
fashio_female_clothing,2017-01,77.3,2,4.0
fashio_female_clothing,2017-02,363.9,3,3.667
fashio_female_clothing,2017-03,19.9,1,3.0
fashio_female_clothing,2017-04,129.89,1,2.0
fashio_female_clothing,2017-05,367.5,4,4.0
fashio_female_clothing,2017-06,154.8,3,3.667
fashio_female_clothing,2017-07,310.7,4,4.0
fashio_female_clothing,2017-08,188.7,4,4.25
fashio_female_clothing,2017-09,355.7,3,4.0
fashio_female_clothing,2017-11,59.98,2,2.5
fashio_female_clothing,2018-01,161.79,3,5.0
fashio_female_clothing,2018-02,29.99,1,4.0
fashio_female_clothing,2018-03,119.96,1,4.0
fashio_female_clothing,2018-04,174.95,1,4.0
fashio_female_clothing,2018-08,129.97,2,4.0
fashion_bags_accessories,2016-10,373.3,7,3.714
fashion_bags_accessories,2016-12,10.9,1,5.0
fashion_bags_accessories,2017-01,1592.17,29,4.31
fashion_bags_accessories,2017-02,2135.41,31,4.323
fashion_bags_accessories,2017-03,4737.36,59,4.424
fashion_bags_accessories,2017-04,3036.0,43,4.279
fashion_bags_accessories,2017-05,7168.0,89,4.213
fashion_bags_accessories,2017-06,6673.13,74,4.135
fashion_bags_accessories,2017-07,5063.21,80,4.288
fashion_bags_accessories,2017-08,6438.89,85,4.376
fashion_bags_accessories,2017-09,11778.24,101,4.292
fashion_bags_accessories,2017-10,7564.36,92,4.098
fashion_bags_accessories,2017-11,12775.13,176,3.773
fashion_bags_accessories,2017-12,10020.06,123,4.228
fashion_bags_accessories,2018-01,7896.82,114,4.491
fashion_bags_accessories,2018-02,9813.93,102,4.069
fashion_bags_accessories,2018-03,9512.63,124,3.931
fashion_bags_accessories,2018-04,8222.46,90,4.5
fashion_bags_accessories,2018-05,11360.37,102,4.554
fashion_bags_accessories,2018-06,7869.95,82,4.512
fashion_bags_accessories,2018-07,6071.07,74,4.595
fashion_bags_accessories,2018-08,8127.53,121,4.273
fashion_childrens_clothes,2017-05,110.0,1,5.0
fashion_childrens_clothes,2017-06,110.0,1,5.0
fashion_childrens_clothes,2017-09,89.99,1,5.0
fashion_childrens_clothes,2017-10,39.99,1,5.0
fashion_childrens_clothes,2018-03,149.96,2,5.0
fashion_childrens_clothes,2018-06,89.99,1,5.0
fashion_male_clothing,2016-10,24.9,1,1.0
fashion_male_clothing,2017-01,126.9,1,5.0
fashion_male_clothing,2017-02,545.95,6,4.667
fashion_male_clothing,2017-03,580.8,7,3.857
fashion_male_clothing,2017-04,366.89,5,4.4
fashion_male_clothing,2017-05,608.9,3,3.0
fashion_male_clothing,2017-06,519.79,7,3.714
fashion_male_clothing,2017-07,719.99,8,4.375
fashion_male_clothing,2017-08,1175.06,12,3.0
fashion_male_clothing,2017-09,1177.5,10,2.5
fashion_male_clothing,2017-10,971.9,8,4.375
fashion_male_clothing,2017-11,880.99,10,3.6
fashion_male_clothing,2017-12,450.89,4,3.75
fashion_male_clothing,2018-01,550.6,5,3.8
fashion_male_clothing,2018-02,388.09,3,3.0
fashion_male_clothing,2018-05,129.99,1,5.0
fashion_male_clothing,2018-06,447.8,6,4.833
fashion_male_clothing,2018-07,208.7,5,5.0
fashion_male_clothing,2018-08,381.69,3,4.667
fashion_shoes,2016-10,29.99,1,5.0
fashion_shoes,2017-01,34.9,1,5.0
fashion_shoes,2017-02,107.05,2,4.5
fashion_shoes,2017-03,1482.1,12,4.583
fashion_shoes,2017-04,1496.6,19,4.632
fashion_shoes,2017-05,1669.54,22,4.273
fashion_shoes,2017-06,1243.48,15,3.633
fashion_shoes,2017-07,1283.02,18,4.444
fashion_shoes,2017-08,1406.79,17,4.588
fashion_shoes,2017-09,1014.8,11,4.364
fashion_shoes,2017-10,1860.92,16,4.188
fashion_shoes,2017-11,1508.1,16,4.313
fashion_shoes,2017-12,1099.0,12,4.333
fashion_shoes,2018-01,666.7,7,4.0
fashion_shoes,2018-02,1033.7,10,3.8
fashion_shoes,2018-03,1053.1,11,3.455
fashion_shoes,2018-04,1438.7,11,4.0
fashion_shoes,2018-05,1582.7,10,4.5
fashion_shoes,2018-06,1230.58,10,4.6
fashion_shoes,2018-07,820.19,5,4.8
fashion_shoes,2018-08,471.3,3,4.667
fashion_sport,2017-03,39.9,1,5.0
fashion_sport,2017-04,124.79,3,4.0
fashion_sport,2017-05,124.84,3,5.0
fashion_sport,2017-06,470.5,5,5.0
fashion_sport,2017-07,69.9,1,4.0
fashion_sport,2017-08,265.8,2,3.0
fashion_sport,2017-09,384.6,2,4.5
fashion_sport,2017-10,59.9,1,5.0
fashion_sport,2017-11,59.9,1,5.0
fashion_sport,2017-12,59.9,1,5.0
fashion_sport,2018-01,59.9,1,5.0
fashion_sport,2018-03,89.9,1,5.0
fashion_sport,2018-04,89.9,1,5.0
fashion_sport,2018-08,69.9,1,3.0
fashion_underwear_beach,2017-01,137.25,2,3.0
fashion_underwear_beach,2017-02,396.97,6,4.333
fashion_underwear_beach,2017-03,394.14,6,3.833
fashion_underwear_beach,2017-04,92.89,3,4.333
fashion_underwear_beach,2017-05,283.5,6,4.333
fashion_underwear_beach,2017-06,3.9,1,5.0
fashion_underwear_beach,2017-07,274.8,3,4.0
fashion_underwear_beach,2017-08,1111.0,13,4.385
fashion_underwear_beach,2017-09,1619.9,14,4.357
fashion_underwear_beach,2017-10,187.8,3,4.667
fashion_underwear_beach,2017-11,1221.6,10,3.2
fashion_underwear_beach,2017-12,1173.1,13,4.231
fashion_underwear_beach,2018-01,754.5,8,4.375
fashion_underwear_beach,2018-02,349.4,6,2.833
fashion_underwear_beach,2018-03,289.4,5,3.0
fashion_underwear_beach,2018-04,359.4,6,4.167
fashion_underwear_beach,2018-05,207.4,5,4.4
fashion_underwear_beach,2018-06,129.3,3,4.0
fashion_underwear_beach,2018-07,109.8,2,3.0
fashion_underwear_beach,2018-08,160.0,1,3.0
fixed_telephony,2016-10,704.88,5,4.0
fixed_telephony,2017-01,655.14,17,4.412
fixed_telephony,2017-02,759.23,18,4.167
fixed_telephony,2017-03,1333.45,14,3.643
fixed_telephony,2017-04,505.83,6,4.0
fixed_telephony,2017-05,426.84,8,3.125
fixed_telephony,2017-06,933.67,12,4.333
fixed_telephony,2017-07,218.73,8,3.75
fixed_telephony,2017-08,3185.54,13,4.462
fixed_telephony,2017-09,13692.91,6,3.667
fixed_telephony,2017-10,3751.88,6,3.5
fixed_telephony,2017-11,365.99,4,4.0
fixed_telephony,2017-12,998.77,5,4.4
fixed_telephony,2018-01,2444.1,10,4.1
fixed_telephony,2018-02,4738.68,9,2.778
fixed_telephony,2018-03,1930.59,12,3.333
fixed_telephony,2018-04,1921.94,10,3.4
fixed_telephony,2018-05,1846.2,11,4.273
fixed_telephony,2018-06,2080.32,15,4.4
fixed_telephony,2018-07,9319.39,8,4.125
fixed_telephony,2018-08,2724.17,10,4.2
flowers,2017-11,208.2,6,4.333
flowers,2017-12,82.7,2,5.0
flowers,2018-01,174.8,6,4.167
flowers,2018-02,134.48,4,4.75
flowers,2018-03,89.67,3,5.0
flowers,2018-04,94.5,2,4.5
flowers,2018-05,16.4,1,3.0
flowers,2018-06,108.0,1,5.0
flowers,2018-07,47.99,2,5.0
food,2016-10,79.9,1,5.0
food,2017-01,42.82,2,5.0
food,2017-02,676.73,8,4.25
food,2017-03,2412.66,19,4.316
